"","Product","Sub.issue","Company"
"615932","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"615953","Student loan","Having problems with customer service","AES/PHEAA"
"615955","Student loan","Having problems with customer service","AES/PHEAA"
"616005","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"616027","Student loan","Trouble with how payments are handled","AES/PHEAA"
"616028","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"616034","Student loan","Having problems with customer service","Great Lakes"
"616058","Student loan","Trouble with how payments are handled","AES/PHEAA"
"616078","Student loan","Keep getting calls about my loan","Radius Global Solutions LLC"
"616110","Student loan","Don't agree with fees charged","AES/PHEAA"
"616121","Student loan","Can't get flexible payment options","AES/PHEAA"
"616180","Student loan","Don't agree with fees charged","Nelnet"
"616194","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"616219","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"616225","Student loan","Can't get flexible payment options","Education Management Corporation"
"616228","Student loan","Trouble with how payments are handled","Citibank"
"616240","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"616256","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"616334","Student loan","Having problems with customer service","Loan Science, LLC"
"616359","Student loan","Trouble with how payments are handled","AES/PHEAA"
"616513","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"616537","Student loan","Can't decrease my monthly payments","Nelnet"
"616543","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"616547","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"616552","Student loan","Having problems with customer service","AES/PHEAA"
"616556","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"616561","Student loan","Trouble with how payments are handled","Great Lakes"
"616567","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"616569","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"616576","Student loan","Received bad information about my loan","Lincoln Educational Services Corporation"
"616584","Student loan","Don't agree with fees charged","ConServe"
"616604","Student loan","Trouble with how payments are handled","Edfinancial Services"
"616619","Student loan","Can't decrease my monthly payments","Great Lakes"
"616623","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"616644","Student loan","Don't agree with fees charged","Global Client Solutions"
"616651","Student loan","Can't qualify for a loan","Navient Solutions, Inc."
"616683","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"616721","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"616763","Student loan","Trouble with how payments are handled","AES/PHEAA"
"616779","Student loan","Can't get flexible payment options","Great Lakes"
"616809","Student loan","Having problems with customer service","Transworld Systems Inc."
"616817","Student loan","Don't agree with fees charged","Great Lakes"
"616848","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"616852","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"616905","Student loan","Can't decrease my monthly payments","Discover"
"616936","Student loan","Having problems with customer service","AES/PHEAA"
"617064","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"617110","Student loan","Can't decrease my monthly payments","AllianceOne Recievables Management"
"617143","Student loan","Having problems with customer service","Northland Group, Inc."
"617148","Student loan","Having problems with customer service","Navient Solutions, Inc."
"617223","Student loan","Trouble with how payments are handled","Vermont Student Assistance Corporation"
"617274","Student loan","Don't agree with fees charged","AES/PHEAA"
"617313","Student loan","Don't agree with fees charged","AES/PHEAA"
"617375","Student loan","Need information about my balance/terms","AES/PHEAA"
"617399","Student loan","Don't agree with fees charged","Transworld Systems Inc."
"617416","Student loan","Having problems with customer service","ECMC Group, Inc."
"617430","Student loan","Don't agree with fees charged","AES/PHEAA"
"617485","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"617502","Student loan","Don't agree with fees charged","National Enterprise Systems, Inc."
"617506","Student loan","Can't get flexible payment options","Great Lakes"
"617522","Student loan","Having problems with customer service","AES/PHEAA"
"617531","Student loan","Trouble with how payments are handled","Heartland Payment Systems"
"617534","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"617553","Student loan","Don't agree with fees charged","MOHELA"
"617560","Student loan","Need information about my balance/terms","SIMM Associates, Inc."
"617602","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"617633","Student loan","Trouble with how payments are handled","Sallie Mae"
"617637","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"617643","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"617658","Student loan","Need information about my balance/terms","College Assist"
"617689","Student loan","Having problems with customer service","Navient Solutions, Inc."
"617702","Student loan","Trouble with how payments are handled","AES/PHEAA"
"617732","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"617734","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"617753","Student loan","Can't get flexible payment options","AES/PHEAA"
"617815","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"617846","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"617852","Student loan","Trouble with how payments are handled","AES/PHEAA"
"617985","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"618023","Student loan","Need information about my balance/terms","Great Lakes"
"618074","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"618078","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"618108","Student loan","Trouble with how payments are handled","Edfinancial Services"
"618135","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"618186","Student loan","Trouble with how payments are handled","AES/PHEAA"
"618190","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"618235","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"618236","Student loan","Received bad information about my loan","AES/PHEAA"
"618259","Student loan","Can't qualify for a loan","Wells Fargo & Company"
"618260","Student loan","Trouble with how payments are handled","Nelnet"
"618290","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"618303","Student loan","Having problems with customer service","Navient Solutions, Inc."
"618337","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"618362","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"618413","Student loan","Can't decrease my monthly payments","Coast Professional, Inc."
"618420","Student loan","Can't qualify for a loan","Navient Solutions, Inc."
"618471","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"618492","Student loan","Can't decrease my monthly payments","Texas Guaranteed"
"618509","Student loan","Trouble with how payments are handled","Discover"
"618518","Student loan","Having problems with customer service","AES/PHEAA"
"618530","Student loan","Can't temporarily postpone payments","First Associates Loan Servicing LLC"
"618548","Student loan","Having problems with customer service","Utah System of Higher Education"
"618555","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"618568","Student loan","Having problems with customer service","Granite State Management & Resources"
"618624","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"618626","Student loan","Don't agree with fees charged","AES/PHEAA"
"618636","Student loan","Don't agree with fees charged","Performant Financial Corporation"
"618641","Student loan","Can't decrease my monthly payments","Great Lakes"
"618652","Student loan","Need information about my balance/terms","AES/PHEAA"
"618680","Student loan","Having problems with customer service","ACS Education Services"
"618814","Student loan","Trouble with how payments are handled","AES/PHEAA"
"618820","Student loan","Trouble with how payments are handled","AES/PHEAA"
"618828","Student loan","Can't get flexible payment options","Higher Education Student Assistance Authority (HESAA)"
"618942","Student loan","Received bad information about my loan","AES/PHEAA"
"618963","Student loan","Can't decrease my monthly payments","Great Lakes"
"619012","Student loan","Don't agree with fees charged","ATG Credit, LLC"
"619029","Student loan","Keep getting calls about my loan","AES/PHEAA"
"619044","Student loan","Trouble with how payments are handled","AES/PHEAA"
"619061","Student loan","Can't get flexible payment options","AES/PHEAA"
"619068","Student loan","Having problems with customer service","Navient Solutions, Inc."
"619072","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"619076","Student loan","Need information about my balance/terms","AES/PHEAA"
"619103","Student loan","Can't get flexible payment options","AES/PHEAA"
"619128","Student loan","Qualify for a better loan than offered","Discover"
"619143","Student loan","Don't agree with fees charged","Equitable Acceptance Corporation"
"619176","Student loan","Having problems with customer service","Kentucky Higher Education Assistance Authority"
"619199","Student loan","Trouble with how payments are handled","Discover"
"619213","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"619237","Student loan","Trouble with how payments are handled","Great Lakes"
"619246","Student loan","Received bad information about my loan","AES/PHEAA"
"619292","Student loan","Trouble with how payments are handled","Nelnet"
"619328","Student loan","Having problems with customer service","Nelnet"
"619347","Student loan","Received bad information about my loan","Utah System of Higher Education"
"619384","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"619386","Student loan","Received bad information about my loan","Equitable Acceptance Corporation"
"619442","Student loan","Trouble with how payments are handled","ACS Education Services"
"619469","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"619478","Student loan","Having problems with customer service","Navient Solutions, Inc."
"619479","Student loan","Don't agree with fees charged","Northstar Location Services, LLC"
"619562","Student loan","Keep getting calls about my loan","Equitable Acceptance Corporation"
"619575","Student loan","Need information about my balance/terms","MOHELA"
"619589","Student loan","Having problems with customer service","Wells Fargo & Company"
"619590","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"619608","Student loan","Don't agree with fees charged","Equitable Acceptance Corporation"
"619611","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"619641","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"619666","Student loan","Having problems with customer service","AES/PHEAA"
"619689","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"619701","Student loan","Received bad information about my loan","Equifax"
"619710","Student loan","Received bad information about my loan","Transworld Systems Inc."
"619720","Student loan","Received bad information about my loan","Equitable Acceptance Corporation"
"619723","Student loan","Received bad information about my loan","Discover"
"619728","Student loan","Can't temporarily postpone payments","Campus Student Funding, LLC"
"619761","Student loan","Trouble with how payments are handled","MOHELA"
"619833","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"619836","Student loan","Received bad information about my loan","AES/PHEAA"
"619863","Student loan","Need information about my balance/terms","Discover"
"619887","Student loan","Received bad information about my loan","Patenaude & Felix APC"
"619915","Student loan","Trouble with how payments are handled","Utah System of Higher Education"
"619967","Student loan","Trouble with how payments are handled","AES/PHEAA"
"619971","Student loan","Need information about my balance/terms","ACS Education Services"
"619979","Student loan","Having problems with customer service","AES/PHEAA"
"619986","Student loan","Having problems with customer service","Navient Solutions, Inc."
"619988","Student loan","Having problems with customer service","AES/PHEAA"
"620005","Student loan","Keep getting calls about my loan","Sallie Mae"
"620010","Student loan","Can't qualify for a loan","Earnest Inc."
"620042","Student loan","Received bad information about my loan","Brelvis Consulting, LLC"
"620052","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"620058","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"620071","Student loan","Can't decrease my monthly payments","Nelnet"
"620107","Student loan","Trouble with how payments are handled","Great Lakes"
"620113","Student loan","Keep getting calls about my loan","Weltman, Weinberg & Reis"
"620166","Student loan","Need information about my balance/terms","Lazega & Johanson LLC"
"620214","Student loan","Received bad information about my loan","FirstSource Advantage, LLC"
"620232","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"620239","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"620312","Student loan","Trouble with how payments are handled","AES/PHEAA"
"620380","Student loan","Trouble with how payments are handled","Nelnet"
"620385","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"620389","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"620393","Student loan","Can't get flexible payment options","Eastern Revenue, Inc"
"620403","Student loan","Can't get flexible payment options","Nelnet"
"620404","Student loan","Don't agree with fees charged","Nelnet"
"620407","Student loan","Having problems with customer service","Navient Solutions, Inc."
"620448","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"620507","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"620551","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"620578","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"620584","Student loan","Having problems with customer service","Nelnet"
"620585","Student loan","Having problems with customer service","Nelnet"
"620599","Student loan","Received bad information about my loan","AES/PHEAA"
"620623","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"620640","Student loan","Can't temporarily postpone payments","ACS Education Services"
"620670","Student loan","Need information about my balance/terms","JPMorgan Chase & Co."
"620722","Student loan","Trouble with how payments are handled","Sallie Mae"
"620726","Student loan","Trouble with how payments are handled","AES/PHEAA"
"620747","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"620758","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"620767","Student loan","Having problems with customer service","Navient Solutions, Inc."
"620783","Student loan","Don't agree with fees charged","Wells Fargo & Company"
"620788","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"620790","Student loan","Trouble with how payments are handled","CommonBond, Inc."
"620796","Student loan","Keep getting calls about my loan","Great Lakes"
"620870","Student loan","Trouble with how payments are handled","AES/PHEAA"
"620871","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"620951","Student loan","Keep getting calls about my loan","National Recoveries, Inc."
"620953","Student loan","Don't agree with fees charged","Equitable Acceptance Corporation"
"620954","Student loan","Trouble with how payments are handled","Sallie Mae"
"620962","Student loan","Can't qualify for a loan","Earnest Inc."
"620971","Student loan","Received bad information about my loan","AES/PHEAA"
"620975","Student loan","Need information about my balance/terms","Brelvis Consulting, LLC"
"621040","Student loan","Can't qualify for a loan","Higher Education Student Assistance Authority (HESAA)"
"621058","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"621101","Student loan","Keep getting calls about my loan","Sallie Mae"
"621108","Student loan","Can't get flexible payment options","South Carolina Student Loan"
"621122","Student loan","Can't decrease my monthly payments","First Associates Loan Servicing LLC"
"621133","Student loan","Don't agree with fees charged","JPMorgan Chase & Co."
"621149","Student loan","Trouble with how payments are handled","Granite State Management & Resources"
"621167","Student loan","Trouble with how payments are handled","AES/PHEAA"
"621188","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"621198","Student loan","Trouble with how payments are handled","Heartland Payment Systems"
"621246","Student loan","Trouble with how payments are handled","Nelnet"
"621265","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"621285","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"621315","Student loan","Having problems with customer service","AES/PHEAA"
"621328","Student loan","Trouble with how payments are handled","Texas Higher Education Coordinating Board"
"621349","Student loan","Need information about my balance/terms","Wells Fargo & Company"
"621395","Student loan","Can't temporarily postpone payments","Nelnet"
"621458","Student loan","Don't agree with fees charged","Heartland Payment Systems"
"621473","Student loan","Trouble with how payments are handled","AES/PHEAA"
"621492","Student loan","Received bad information about my loan","AES/PHEAA"
"621500","Student loan","Don't agree with fees charged","AES/PHEAA"
"621501","Student loan","Don't agree with fees charged","GC Services Limited Partnership"
"621522","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"621564","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"621567","Student loan","Trouble with how payments are handled","ACS Education Services"
"621587","Student loan","Received bad information about my loan","AES/PHEAA"
"621597","Student loan","Having problems with customer service","Navient Solutions, Inc."
"621617","Student loan","Don't agree with fees charged","ACS Education Services"
"621618","Student loan","Don't agree with fees charged","ACS Education Services"
"621619","Student loan","Received bad information about my loan","AES/PHEAA"
"621635","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"621638","Student loan","Don't agree with fees charged","American Student Assistance"
"621664","Student loan","Received bad information about my loan","AES/PHEAA"
"621676","Student loan","Received bad information about my loan","AES/PHEAA"
"621709","Student loan","Having problems with customer service","Equifax"
"621726","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"621747","Student loan","Keep getting calls about my loan","Iowa Student Loan"
"621763","Student loan","Having problems with customer service","AES/PHEAA"
"621780","Student loan","Don't agree with fees charged","AES/PHEAA"
"621799","Student loan","Don't agree with fees charged","AES/PHEAA"
"621841","Student loan","Don't agree with fees charged","ECMC Group, Inc."
"621896","Student loan","Received bad information about my loan","AES/PHEAA"
"621935","Student loan","Received bad information about my loan","ACS Education Services"
"621950","Student loan","Don't agree with fees charged","AES/PHEAA"
"621951","Student loan","Don't agree with fees charged","Nelnet"
"621958","Student loan","Can't get flexible payment options","Nelnet"
"622001","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"622027","Student loan","Received bad information about my loan","AES/PHEAA"
"622045","Student loan","Don't agree with fees charged","AES/PHEAA"
"622046","Student loan","Can't get flexible payment options","AES/PHEAA"
"622061","Student loan","Can't get flexible payment options","AES/PHEAA"
"622074","Student loan","Can't get flexible payment options","AES/PHEAA"
"622116","Student loan","Received bad information about my loan","Great Lakes"
"622142","Student loan","Can't get flexible payment options","Great Lakes"
"622169","Student loan","Don't agree with fees charged","AES/PHEAA"
"622188","Student loan","Can't temporarily postpone payments","Great Lakes"
"622204","Student loan","Trouble with how payments are handled","Nelnet"
"622238","Student loan","Can't temporarily postpone payments","Great Lakes"
"622243","Student loan","Don't agree with fees charged","Allied Account Services, Inc."
"622258","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"622274","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"622284","Student loan","Received bad information about my loan","AES/PHEAA"
"622308","Student loan","Having problems with customer service","ACS Education Services"
"622328","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"622352","Student loan","Trouble with how payments are handled","Discover"
"622355","Student loan","Trouble with how payments are handled","Nelnet"
"622357","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"622366","Student loan","Trouble with how payments are handled","Discover"
"622389","Student loan","Having problems with customer service","AES/PHEAA"
"622394","Student loan","Received bad information about my loan","ACS Education Services"
"622431","Student loan","Can't decrease my monthly payments","Account Discovery Systems, LLC"
"622533","Student loan","Received bad information about my loan","Great Lakes"
"622560","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"622561","Student loan","Received bad information about my loan","AES/PHEAA"
"622563","Student loan","Don't agree with fees charged","Transworld Systems Inc."
"622604","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"622613","Student loan","Need information about my balance/terms","AES/PHEAA"
"622616","Student loan","Don't agree with fees charged","AES/PHEAA"
"622629","Student loan","Received bad information about my loan","AES/PHEAA"
"622631","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"622642","Student loan","Don't agree with fees charged","AES/PHEAA"
"622643","Student loan","Received bad information about my loan","Genesis Lending"
"622653","Student loan","Having problems with customer service","MOHELA"
"622654","Student loan","Trouble with how payments are handled","AES/PHEAA"
"622662","Student loan","Don't agree with fees charged","Discover"
"622683","Student loan","Received bad information about my loan","Wells Fargo & Company"
"622686","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"622692","Student loan","Trouble with how payments are handled","AES/PHEAA"
"622699","Student loan","Received bad information about my loan","Transworld Systems Inc."
"622721","Student loan","Don't agree with fees charged","Student Assistance Foundation"
"622748","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"622864","Student loan","Don't agree with fees charged","Great Lakes"
"622882","Student loan","Can't temporarily postpone payments","Discover"
"622906","Student loan","Trouble with how payments are handled","Nelnet"
"622908","Student loan","Received bad information about my loan","U.S. Bancorp"
"622935","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"622952","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"622977","Student loan","Trouble with how payments are handled","AES/PHEAA"
"622994","Student loan","Keep getting calls about my loan","Sallie Mae"
"623006","Student loan","Trouble with how payments are handled","AES/PHEAA"
"623007","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"623044","Student loan","Don't agree with fees charged","United Student Aid (USA) Funds"
"623060","Student loan","Can't decrease my monthly payments","Wells Fargo & Company"
"623106","Student loan","Having problems with customer service","Navient Solutions, Inc."
"623113","Student loan","Received bad information about my loan","Transworld Systems Inc."
"623135","Student loan","Can't decrease my monthly payments","Great Lakes"
"623188","Student loan","Having problems with customer service","Sallie Mae"
"623190","Student loan","Having problems with customer service","ACS Education Services"
"623231","Student loan","Need information about my balance/terms","ACS Education Services"
"623235","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"623236","Student loan","Trouble with how payments are handled","AES/PHEAA"
"623237","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"623248","Student loan","Received bad information about my loan","AES/PHEAA"
"623269","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"623308","Student loan","Received bad information about my loan","Wells Fargo & Company"
"623314","Student loan","Received bad information about my loan","AES/PHEAA"
"623322","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"623400","Student loan","Don't agree with fees charged","John C. Heath, Attorney at Law, PLLC"
"623430","Student loan","Don't agree with fees charged","Transworld Systems Inc."
"623432","Student loan","Having problems with customer service","Windham Professionals"
"623442","Student loan","Need information about my balance/terms","Wells Fargo & Company"
"623455","Student loan","Trouble with how payments are handled","Nelnet"
"623467","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"623471","Student loan","Trouble with how payments are handled","Discover"
"623472","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"623473","Student loan","Having problems with customer service","AES/PHEAA"
"623509","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"623563","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"623572","Student loan","Need information about my balance/terms","AES/PHEAA"
"623591","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"623604","Student loan","Can't get flexible payment options","Nelnet"
"623623","Student loan","Don't agree with fees charged","Wells Fargo & Company"
"623635","Student loan","Can't decrease my monthly payments","Wells Fargo & Company"
"623642","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"623652","Student loan","Keep getting calls about my loan","ACS Education Services"
"623655","Student loan","Don't agree with fees charged","Great Lakes"
"623661","Student loan","Having problems with customer service","AES/PHEAA"
"623700","Student loan","Trouble with how payments are handled","Utah System of Higher Education"
"623757","Student loan","Need information about my balance/terms","Wells Fargo & Company"
"623874","Student loan","Received bad information about my loan","Nelnet"
"623880","Student loan","Don't agree with fees charged","CL Holdings, LLC"
"623896","Student loan","Keep getting calls about my loan","Experian"
"623913","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"623924","Student loan","Need information about my balance/terms","ECMC Group, Inc."
"623929","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"623946","Student loan","Received bad information about my loan","AES/PHEAA"
"623950","Student loan","Having problems with customer service","Navient Solutions, Inc."
"623981","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"624066","Student loan","Received bad information about my loan","Social Finance, Inc."
"624075","Student loan","Having problems with customer service","Allied Interstate LLC"
"624128","Student loan","Need information about my balance/terms","URS Holding, LLC"
"624140","Student loan","Need information about my balance/terms","Great Lakes"
"624148","Student loan","Having problems with customer service","Asset Recovery Solutions, LLC"
"624196","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"624206","Student loan","Trouble with how payments are handled","Sallie Mae"
"624207","Student loan","Having problems with customer service","Discover"
"624216","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"624249","Student loan","Trouble with how payments are handled","Great Lakes"
"624272","Student loan","Having problems with customer service","Navient Solutions, Inc."
"624280","Student loan","Trouble with how payments are handled","Nelnet"
"624329","Student loan","Received bad information about my loan","AES/PHEAA"
"624354","Student loan","Having problems with customer service","AES/PHEAA"
"624356","Student loan","Can't decrease my monthly payments","Nelnet"
"624360","Student loan","Don't agree with fees charged","Utah System of Higher Education"
"624374","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"624415","Student loan","Can't decrease my monthly payments","Nelnet"
"624418","Student loan","Keep getting calls about my loan","Northland Group, Inc."
"624419","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"624426","Student loan","Don't agree with fees charged","Unisa, Inc"
"624433","Student loan","Trouble with how payments are handled","AES/PHEAA"
"624439","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"624464","Student loan","Received bad information about my loan","Performant Financial Corporation"
"624469","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"624480","Student loan","Keep getting calls about my loan","Delta Management Associates, Inc."
"624608","Student loan","Don't agree with fees charged","URS Holding, LLC"
"624628","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"624669","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"624672","Student loan","Can't decrease my monthly payments","Nelnet"
"624673","Student loan","Can't decrease my monthly payments","Nelnet"
"624676","Student loan","Trouble with how payments are handled","Utah System of Higher Education"
"624685","Student loan","Can't temporarily postpone payments","Citibank"
"624697","Student loan","Received bad information about my loan","AES/PHEAA"
"624723","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"624730","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"624757","Student loan","Trouble with how payments are handled","AES/PHEAA"
"624765","Student loan","Need information about my balance/terms","Bank of America"
"624803","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"624843","Student loan","Having problems with customer service","AES/PHEAA"
"624850","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"624869","Student loan","Received bad information about my loan","Nelnet"
"624877","Student loan","Keep getting calls about my loan","Sallie Mae"
"624881","Student loan","Having problems with customer service","Navient Solutions, Inc."
"624888","Student loan","Having problems with customer service","Nelnet"
"624896","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"624967","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"624986","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"624992","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"625015","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"625041","Student loan","Trouble with how payments are handled","Nelnet"
"625057","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"625065","Student loan","Received bad information about my loan","Nelnet"
"625076","Student loan","Trouble with how payments are handled","ACS Education Services"
"625090","Student loan","Trouble with how payments are handled","ACS Education Services"
"625111","Student loan","Can't decrease my monthly payments","F.H. Cann & Associates, Inc."
"625144","Student loan","Having problems with customer service","Navient Solutions, Inc."
"625146","Student loan","Trouble with how payments are handled","AES/PHEAA"
"625196","Student loan","Can't temporarily postpone payments","Sallie Mae"
"625203","Student loan","Need information about my balance/terms","College Assist"
"625214","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"625265","Student loan","Can't get flexible payment options","F.H. Cann & Associates, Inc."
"625282","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"625285","Student loan","Need information about my balance/terms","AES/PHEAA"
"625332","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"625343","Student loan","Can't qualify for a loan","SunTrust Banks, Inc."
"625347","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"625400","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"625404","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"625445","Student loan","Don't agree with fees charged","Iowa Student Loan"
"625449","Student loan","Can't temporarily postpone payments","Utah System of Higher Education"
"625482","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"625487","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"625503","Student loan","Received bad information about my loan","Equifax"
"625524","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"625535","Student loan","Trouble with how payments are handled","Performant Financial Corporation"
"625624","Student loan","Don't agree with fees charged","Financial Asset Management Systems, Inc."
"625664","Student loan","Received bad information about my loan","Performant Financial Corporation"
"625726","Student loan","Can't decrease my monthly payments","Stillman Law Office"
"625734","Student loan","Can't get flexible payment options","AES/PHEAA"
"625735","Student loan","Trouble with how payments are handled","AES/PHEAA"
"625742","Student loan","Having problems with customer service","Nelnet"
"625770","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"625800","Student loan","Can't decrease my monthly payments","ACS Education Services"
"625804","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"625840","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"625921","Student loan","Trouble with how payments are handled","AES/PHEAA"
"625926","Student loan","Received bad information about my loan","AES/PHEAA"
"625928","Student loan","Trouble with how payments are handled","AES/PHEAA"
